#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
16,Mon Apr 22 23:28:10 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
17,Mon Apr 22 23:28:53 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
18,Mon Apr 22 23:33:18 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
19,Mon Apr 22 23:33:47 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
20,Mon Apr 22 23:38:17 EDT 2019,28,28,Assignment5Suite,ShortestPathTest0+ ShortestPathTest2+ , ,EfficiencyTest1 ShortestPathTest1 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
21,Mon Apr 22 23:42:45 EDT 2019,0,-28,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0- ShortestPathTest1 ShortestPathTest2- ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
22,Mon Apr 22 23:42:57 EDT 2019,28,28,Assignment5Suite,ShortestPathTest0+ ShortestPathTest2+ , ,EfficiencyTest1 ShortestPathTest1 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
23,Mon Apr 22 23:49:28 EDT 2019,0,-28,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0- ShortestPathTest1 ShortestPathTest2- ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
24,Mon Apr 22 23:50:08 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
25,Mon Apr 22 23:52:54 EDT 2019,28,28,Assignment5Suite,ShortestPathTest0+ ShortestPathTest2+ , ,EfficiencyTest1 ShortestPathTest1 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
26,Tue Apr 23 16:03:47 EDT 2019,28,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest2 , ,EfficiencyTest1 ShortestPathTest1 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
27,Tue Apr 23 16:26:39 EDT 2019,71,43,Assignment5Suite,ShortestPathTest0 ShortestPathTest1+ ShortestPathTest2 ShortestPathTest3+ ShortestPathTest5+ , ,EfficiencyTest1 ShortestPathTest4 , ,
28,Tue Apr 23 16:46:30 EDT 2019,85,14,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4+ ShortestPathTest5 , ,EfficiencyTest1 , ,
29,Tue Apr 23 17:35:28 EDT 2019,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
30,Tue Apr 23 17:36:46 EDT 2019,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
31,Tue Apr 23 17:58:34 EDT 2019,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
